payment_id,ride_id,amount,method,discount_applied,timestamp
874,874,98.03,Wallet,0.21,2025-02-01 15:50:24.585057
875,875,12.23,Card,0.66,2025-03-26 17:10:24.585057
876,876,52.23,Cash,3.16,2024-05-08 20:55:24.585057
877,877,66.71,Card,3.76,2024-07-22 23:29:24.585057
878,878,43.09,Card,2.91,2024-08-11 14:56:24.585057
879,879,54.65,Card,4.83,2024-05-03 20:19:24.585057
880,880,40.48,Cash,2.39,2024-09-04 03:43:24.585057
881,881,49.75,Card,4.83,2024-07-13 21:53:24.585057
882,882,70.38,Cash,3.5,2024-07-18 08:52:24.585057
883,883,44.23,Cash,4.83,2024-07-26 06:39:24.585057
884,884,65.26,Cash,1.55,2025-02-20 04:27:24.585057
885,885,5.82,Card,2.93,2024-05-24 13:57:24.585057
886,886,11.94,Card,1.9,2024-05-23 16:17:24.585057
887,887,76.43,Wallet,1.74,2025-03-20 14:13:24.585057
888,888,85.98,Card,2.3,2025-03-03 06:15:24.585057
889,889,94.05,Wallet,1.63,2024-10-12 06:25:24.585057
890,890,48.73,Cash,0.16,2024-06-29 17:32:24.585057
891,891,37.42,Wallet,3.06,2024-09-25 04:49:24.585057
892,892,90.91,Wallet,3.5,2025-02-06 20:13:24.585057
893,893,47.83,Cash,4.87,2024-08-04 07:42:24.585057
894,894,41.01,Card,3.66,2025-01-19 18:30:24.585057
895,895,41.74,Wallet,4.91,2024-06-16 08:03:24.585057
896,896,35.6,Wallet,1.04,2025-03-02 12:20:24.585057
897,897,84.45,Card,4.84,2025-02-25 05:17:24.585057
898,898,5.23,Card,0.14,2024-06-20 05:26:24.585057
899,899,89.3,Wallet,4.88,2024-06-20 06:15:24.585057
900,900,51.77,Wallet,4.62,2025-03-27 15:27:24.585057
901,901,26.78,Wallet,1.55,2024-06-29 04:36:24.585057
902,902,94.73,Wallet,1.22,2025-01-28 06:54:24.585057
903,903,18.35,Card,2.58,2024-10-09 12:25:24.585057
904,904,43.62,Cash,4.42,2025-01-02 23:55:24.585057
905,905,20.64,Cash,4.99,2024-07-04 14:34:24.585057
906,906,85.96,Cash,1.89,2024-08-17 05:56:24.585057
907,907,34.03,Wallet,1.05,2024-11-12 01:07:24.585057
908,908,32.88,Card,0.84,2024-08-29 19:40:24.585057
909,909,87.38,Cash,4.18,2024-12-06 12:54:24.585057
910,910,75.67,Card,3.46,2024-06-04 02:57:24.585057
911,911,99.22,Wallet,4.05,2024-07-16 14:06:24.585057
912,912,7.78,Wallet,0.7,2025-01-14 20:18:24.585057
913,913,6.21,Card,1.86,2024-07-12 07:57:24.585057
914,914,77.08,Card,4.43,2025-03-17 16:30:24.585057
915,915,6.23,Cash,4.11,2024-06-08 14:59:24.585057
916,916,46.89,Card,4.18,2024-07-07 05:05:24.585057
917,917,85.5,Cash,1.57,2024-08-01 09:02:24.585057
918,918,21.27,Wallet,1.58,2025-04-04 08:00:24.585057
919,919,59.54,Wallet,2.4,2024-09-20 22:40:24.585057
920,920,6.18,Card,4.61,2024-08-02 00:16:24.585057
921,921,11.2,Wallet,3.0,2025-03-11 19:13:24.585057
922,922,56.33,Cash,2.21,2024-11-15 23:09:24.585057
923,923,76.91,Wallet,4.72,2025-04-10 12:05:24.585057
924,924,35.57,Card,1.63,2024-08-06 04:12:24.585057
925,925,83.35,Wallet,0.27,2025-02-25 00:27:24.585057
926,926,57.43,Wallet,4.18,2024-08-20 15:52:24.585057
927,927,40.17,Card,0.61,2025-03-14 04:39:24.585057
928,928,84.2,Card,3.85,2024-12-19 21:41:24.585057
929,929,23.87,Card,2.68,2025-01-06 20:50:24.585057
930,930,81.55,Wallet,0.43,2025-01-16 00:08:24.585057
931,931,21.4,Wallet,0.16,2024-06-08 09:00:24.585057
932,932,95.82,Cash,1.92,2025-02-16 01:59:24.585057
933,933,55.69,Card,2.9,2024-10-07 22:19:24.585057
934,934,86.11,Cash,1.34,2024-10-03 06:35:24.585057
935,935,90.26,Card,1.98,2025-03-04 12:29:24.585057
936,936,31.58,Card,0.61,2024-09-16 07:18:24.585057
937,937,19.59,Wallet,4.79,2024-12-28 15:36:24.585057
938,938,78.97,Wallet,2.76,2024-11-14 03:34:24.585057
939,939,17.24,Cash,1.4,2024-11-05 09:39:24.585057
940,940,49.88,Card,1.14,2024-10-09 16:37:24.585057
941,941,46.22,Card,4.43,2025-03-03 13:36:24.585057
942,942,92.25,Card,1.0,2024-09-26 04:49:24.585057
943,943,39.33,Wallet,0.36,2024-07-26 23:24:24.585057
944,944,90.92,Card,1.08,2024-10-30 05:46:24.585057
945,945,44.77,Cash,3.14,2024-08-22 13:00:24.585057
946,946,21.64,Card,4.87,2025-01-22 14:15:24.585057
947,947,65.43,Wallet,0.81,2024-04-22 03:36:24.585057
948,948,66.52,Cash,0.45,2025-02-26 12:48:24.585057
949,949,33.06,Wallet,3.59,2024-06-11 03:39:24.585057
950,950,68.98,Card,0.51,2024-10-12 01:08:24.585057
951,951,17.56,Card,1.35,2025-03-19 19:17:24.585057
952,952,6.9,Cash,2.29,2024-08-17 08:45:24.585057
953,953,33.76,Wallet,0.9,2024-08-24 03:10:24.585057
954,954,79.21,Cash,4.71,2024-10-07 18:03:24.585057
955,955,71.36,Wallet,4.15,2024-09-05 18:31:24.585057
956,956,41.21,Wallet,2.54,2025-01-08 07:51:24.585057
957,957,19.28,Card,3.72,2024-10-06 04:29:24.585057
958,958,81.69,Wallet,4.51,2025-03-26 12:28:24.585057
959,959,62.54,Wallet,2.72,2024-06-08 15:21:24.585057
960,960,74.65,Card,3.33,2024-12-01 05:00:24.585057
961,961,74.21,Wallet,4.12,2024-10-20 14:13:24.585057
962,962,32.35,Cash,0.31,2024-07-06 04:41:24.585057
963,963,49.59,Cash,2.15,2025-02-01 14:45:24.585057
964,964,76.4,Cash,1.28,2024-10-18 02:19:24.585057
965,965,74.18,Wallet,1.32,2024-11-16 06:36:24.585057
966,966,25.17,Cash,4.56,2024-10-17 22:55:24.585057
967,967,85.71,Cash,3.01,2024-10-09 05:44:24.585057
968,968,55.99,Card,1.31,2024-05-18 12:32:24.585057
969,969,94.41,Cash,0.23,2025-01-02 10:59:24.585057
970,970,68.51,Card,3.06,2024-12-10 08:19:24.585057
971,971,87.41,Cash,4.82,2025-03-13 13:45:24.585057
972,972,25.36,Wallet,4.69,2025-01-17 11:28:24.585057
973,973,81.47,Card,1.6,2024-05-24 18:48:24.585057
974,974,78.09,Wallet,0.28,2025-03-29 11:47:24.585057
975,975,82.28,Wallet,3.16,2024-08-24 04:35:24.585057
976,976,84.87,Cash,1.2,2024-05-13 16:07:24.585057
977,977,79.69,Card,2.87,2024-06-28 02:36:24.585057
978,978,53.48,Cash,4.57,2025-01-09 15:22:24.585057
979,979,8.47,Card,0.99,2024-08-16 16:56:24.585057
980,980,79.99,Cash,0.25,2024-07-01 14:24:24.585057
981,981,88.55,Wallet,2.09,2024-10-12 21:22:24.585057
982,982,8.79,Wallet,3.14,2024-12-23 20:59:24.585057
983,983,22.32,Card,4.8,2024-05-22 08:01:24.585057
984,984,53.35,Cash,1.83,2025-03-24 07:13:24.585057
985,985,35.73,Wallet,0.94,2024-11-02 09:39:24.585057
986,986,45.96,Wallet,0.61,2024-06-07 22:44:24.585057
987,987,90.21,Card,2.28,2024-06-27 23:54:24.585057
988,988,31.07,Cash,1.29,2024-12-17 16:10:24.585057
989,989,68.05,Card,0.99,2024-11-04 06:47:24.585057
990,990,67.89,Card,0.22,2025-04-02 20:49:24.585057
991,991,94.5,Card,2.05,2024-06-06 07:26:24.585057
992,992,14.77,Wallet,4.62,2024-09-21 04:11:24.585057
993,993,10.91,Card,2.13,2024-07-04 00:13:24.585057
994,994,50.85,Wallet,0.77,2025-01-19 17:30:24.585057
995,995,24.33,Cash,0.85,2025-04-11 11:08:24.585057
996,996,10.3,Wallet,2.96,2024-04-29 21:36:24.585057
997,997,28.38,Card,4.0,2025-01-19 17:41:24.585057
998,998,47.7,Cash,2.46,2024-09-25 04:08:24.585057
999,999,54.32,Card,3.23,2025-02-01 13:36:24.585057
1000,1000,94.83,Cash,1.69,2025-01-04 11:39:24.585057
1001,1001,23.08,Wallet,4.62,2025-01-29 05:42:24.585057
1002,1002,76.06,Wallet,2.34,2024-07-19 04:34:24.585057
1003,1003,83.31,Card,4.74,2024-07-16 19:08:24.585057
1004,1004,40.85,Cash,4.12,2024-05-19 19:33:24.585057
1005,1005,52.27,Cash,0.6,2024-07-09 05:30:24.585057
1006,1006,8.6,Wallet,1.07,2024-09-04 21:51:24.585057
1007,1007,89.0,Cash,4.59,2024-10-27 10:03:24.585057
1008,1008,98.11,Card,1.15,2025-03-07 13:47:24.585057
1009,1009,39.28,Cash,4.32,2024-05-21 17:05:24.585057
1010,1010,58.23,Card,3.94,2024-06-08 09:24:24.585057
1011,1011,25.31,Card,0.39,2024-04-19 01:45:24.585057
1012,1012,77.01,Wallet,3.71,2024-08-14 17:46:24.585057
1013,1013,72.07,Card,2.99,2024-07-22 03:24:24.585057
1014,1014,12.48,Card,0.38,2025-02-07 00:55:24.585057
1015,1015,54.63,Wallet,1.7,2024-11-02 22:03:24.585057
1016,1016,29.37,Card,0.16,2024-08-26 02:17:24.585057
1017,1017,88.21,Cash,4.72,2024-11-25 22:28:24.585057
1018,1018,64.34,Wallet,3.5,2025-01-01 20:23:24.585057
1019,1019,22.28,Wallet,2.18,2024-09-01 22:28:24.585057
1020,1020,58.04,Card,1.65,2025-03-22 11:18:24.585057
1021,1021,40.99,Cash,0.96,2025-01-22 15:46:24.585057
1022,1022,51.41,Card,0.09,2024-10-01 15:01:24.585057
1023,1023,49.84,Cash,2.03,2024-11-29 16:11:24.585057
1024,1024,8.34,Cash,1.26,2024-08-20 06:52:24.585057
1025,1025,93.1,Card,2.68,2025-04-01 15:07:24.585057
1026,1026,33.42,Cash,1.81,2024-07-05 04:41:24.585057
1027,1027,84.48,Card,0.89,2024-12-03 15:11:24.585057
1028,1028,11.45,Wallet,4.34,2024-10-20 22:04:24.585057
1029,1029,99.55,Card,4.7,2024-08-16 01:16:24.585057
1030,1030,64.98,Cash,0.09,2024-08-12 22:00:24.585057
1031,1031,70.73,Card,3.07,2024-12-22 00:17:24.585057
1032,1032,82.59,Wallet,4.96,2024-07-13 23:41:24.585057
1033,1033,61.6,Wallet,0.44,2024-12-13 09:56:24.585057
1034,1034,90.52,Card,2.07,2025-01-03 20:21:24.585057
1035,1035,24.41,Cash,3.36,2025-01-20 15:37:24.585057
1036,1036,59.54,Cash,4.42,2024-04-30 19:48:24.585057
1037,1037,88.81,Cash,2.47,2024-10-05 09:28:24.585057
1038,1038,12.81,Wallet,3.76,2024-09-13 11:23:24.585057
1039,1039,54.72,Wallet,1.15,2024-07-08 04:02:24.585057
1040,1040,47.37,Wallet,3.77,2024-10-20 15:27:24.585057
1041,1041,17.65,Cash,4.66,2024-09-04 05:14:24.585057
1042,1042,15.08,Cash,2.47,2025-04-13 23:01:24.585057
1043,1043,53.36,Cash,1.88,2025-03-09 09:33:24.585057
1044,1044,77.18,Wallet,1.51,2024-11-29 08:18:24.585057
1045,1045,10.54,Cash,2.44,2024-08-07 23:11:24.585057
1046,1046,48.01,Card,1.41,2024-10-04 03:17:24.585057
1047,1047,20.73,Cash,2.04,2025-02-13 18:49:24.585057
1048,1048,44.27,Cash,1.6,2025-04-16 08:19:24.585057
1049,1049,81.95,Card,3.1,2025-02-08 13:50:24.585057
1050,1050,13.67,Card,3.4,2024-12-13 15:15:24.585057
1051,1051,77.8,Cash,3.14,2024-09-27 12:39:24.585057
1052,1052,52.36,Card,4.33,2025-01-04 22:03:24.585057
1053,1053,71.44,Card,0.09,2024-08-25 15:15:24.585057
1054,1054,38.0,Cash,4.33,2024-07-09 00:58:24.585057
1055,1055,36.19,Card,2.32,2025-03-26 03:18:24.585057
1056,1056,91.64,Card,0.86,2024-05-21 04:11:24.585057
1057,1057,20.46,Wallet,2.95,2024-12-19 19:34:24.585057
1058,1058,86.67,Cash,0.52,2024-11-02 06:25:24.585057
1059,1059,84.36,Wallet,3.97,2024-11-28 21:02:24.585057
1060,1060,96.91,Card,4.67,2024-07-15 23:03:24.585057
1061,1061,28.71,Wallet,2.31,2024-09-07 01:13:24.585057
1062,1062,85.52,Wallet,0.7,2024-12-28 09:27:24.585057
1063,1063,81.76,Cash,2.13,2024-10-23 23:54:24.585057
1064,1064,91.25,Wallet,3.61,2025-03-22 19:05:24.585057
1065,1065,70.22,Cash,4.95,2024-06-16 14:33:24.585057
1066,1066,28.27,Card,3.25,2025-04-14 17:34:24.585057
1067,1067,36.36,Wallet,4.99,2024-07-25 09:51:24.585057
1068,1068,41.61,Wallet,4.82,2024-08-27 01:06:24.585057
1069,1069,73.25,Wallet,2.66,2025-04-10 02:07:24.585057
1070,1070,28.72,Cash,4.54,2024-07-20 10:11:24.585057
1071,1071,62.57,Wallet,0.36,2025-03-17 05:22:24.585057
1072,1072,11.87,Wallet,0.52,2024-09-29 09:12:24.585057
1073,1073,32.01,Wallet,0.63,2024-10-12 03:45:24.585057
1074,1074,19.41,Cash,0.16,2025-03-16 12:31:24.585057
1075,1075,50.28,Card,2.46,2025-02-17 14:48:24.585057
1076,1076,68.5,Card,4.07,2024-11-22 20:57:24.585057
1077,1077,26.02,Cash,0.95,2025-01-11 13:19:24.585057
1078,1078,97.49,Cash,4.76,2024-09-06 03:10:24.585057
1079,1079,5.33,Card,2.51,2025-04-08 23:53:24.585057
1080,1080,42.49,Cash,3.1,2024-06-18 10:03:24.585057
1081,1081,47.27,Wallet,0.64,2024-05-28 01:37:24.585057
1082,1082,52.02,Wallet,0.42,2025-03-15 01:12:24.585057
1083,1083,27.07,Wallet,3.72,2024-11-01 18:39:24.585057
1084,1084,53.77,Cash,3.53,2024-11-09 20:50:24.585057
1085,1085,12.62,Card,0.38,2024-11-29 00:58:24.585057
1086,1086,18.48,Cash,2.41,2024-06-16 13:35:24.585057
1087,1087,84.91,Card,2.26,2024-07-12 02:34:24.585057
1088,1088,61.63,Card,4.46,2024-11-29 03:18:24.585057
1089,1089,63.34,Cash,0.74,2024-12-14 08:49:24.585057
1090,1090,91.74,Card,2.46,2025-02-27 17:38:24.585057
1091,1091,20.29,Card,3.93,2025-02-05 14:53:24.585057
1092,1092,32.57,Cash,0.73,2025-03-30 08:04:24.585057
1093,1093,22.8,Card,0.63,2024-09-15 15:38:24.585057
1094,1094,52.63,Card,3.67,2024-09-24 14:40:24.585057
1095,1095,9.46,Wallet,2.89,2024-08-23 17:08:24.585057
1096,1096,52.14,Card,0.77,2025-02-05 11:47:24.585057
1097,1097,58.63,Card,1.18,2024-08-24 13:31:24.585057
1098,1098,45.02,Wallet,4.7,2025-03-04 13:16:24.585057
1099,1099,71.28,Card,4.48,2025-01-14 12:31:24.585057
1100,1100,64.04,Wallet,0.31,2024-11-20 09:00:24.585057
1101,1101,22.18,Cash,3.73,2025-02-20 18:41:24.585057
1102,1102,41.06,Wallet,2.88,2024-09-14 20:31:24.585057
1103,1103,81.52,Cash,3.47,2025-02-12 04:43:24.585057
1104,1104,64.15,Wallet,4.31,2024-11-19 07:29:24.585057
1105,1105,23.22,Card,1.03,2025-01-17 11:40:24.585057
1106,1106,62.06,Cash,1.58,2025-01-16 04:40:24.585057
1107,1107,21.23,Wallet,0.06,2025-02-27 09:05:24.585057
1108,1108,27.09,Wallet,0.45,2024-08-19 18:37:24.585057
1109,1109,97.43,Cash,0.55,2024-05-23 16:41:24.585057
1110,1110,94.09,Wallet,1.37,2024-08-28 22:11:24.585057
1111,1111,68.19,Card,4.77,2024-11-21 09:26:24.585057
1112,1112,74.35,Cash,4.88,2025-01-01 12:41:24.585057
1113,1113,76.62,Wallet,1.97,2024-10-13 04:50:24.585057
1114,1114,40.0,Wallet,4.24,2025-04-07 12:13:24.585057
1115,1115,57.76,Cash,3.97,2025-01-04 17:52:24.585057
1116,1116,28.36,Wallet,3.49,2024-09-02 16:48:24.585057
1117,1117,38.6,Card,4.09,2024-06-16 18:10:24.585057
1118,1118,55.25,Cash,3.92,2024-11-15 20:32:24.585057
1119,1119,45.34,Card,3.78,2024-06-21 06:30:24.585057
1120,1120,16.24,Cash,4.2,2024-10-11 01:56:24.585057
1121,1121,17.84,Wallet,1.14,2024-05-30 05:02:24.585057
1122,1122,86.21,Cash,3.77,2024-09-07 12:54:24.585057
1123,1123,22.42,Card,0.44,2025-03-17 12:24:24.585057
1124,1124,30.67,Card,3.32,2025-04-06 09:26:24.585057
1125,1125,24.98,Wallet,0.55,2025-01-17 18:56:24.585057
1126,1126,40.11,Cash,1.12,2024-10-26 11:16:24.585057
1127,1127,73.21,Card,4.46,2024-11-14 18:03:24.585057
1128,1128,61.45,Card,0.86,2024-09-03 02:47:24.585057
1129,1129,5.15,Card,3.45,2024-07-07 02:39:24.585057
1130,1130,30.76,Card,0.71,2024-09-19 23:42:24.585057
1131,1131,15.44,Wallet,1.95,2024-10-20 09:32:24.585057
1132,1132,55.19,Wallet,0.96,2024-04-17 21:24:24.585057
1133,1133,67.07,Card,2.19,2024-05-20 14:56:24.585057
1134,1134,71.76,Wallet,0.84,2024-08-31 04:14:24.585057
1135,1135,78.07,Wallet,4.89,2024-05-13 06:09:24.585057
1136,1136,22.01,Card,4.21,2025-02-10 19:16:24.585057
1137,1137,10.45,Cash,4.65,2024-11-03 02:04:24.585057
1138,1138,67.97,Wallet,4.05,2024-10-21 03:11:24.585057
1139,1139,76.38,Wallet,3.63,2024-12-07 14:31:24.585057
1140,1140,5.6,Cash,0.15,2024-05-29 14:30:24.585057
1141,1141,20.55,Wallet,1.9,2024-10-22 01:16:24.585057
1142,1142,70.04,Wallet,1.04,2024-12-08 17:57:24.585057
1143,1143,32.9,Wallet,4.78,2024-05-18 21:37:24.585057
1144,1144,95.24,Wallet,4.22,2024-10-14 10:01:24.585057
1145,1145,50.19,Cash,4.05,2024-06-22 04:11:24.585057
1146,1146,26.41,Card,0.61,2024-11-10 00:39:24.585057
1147,1147,85.41,Card,0.89,2024-06-22 19:41:24.585057
1148,1148,77.89,Card,4.67,2025-01-16 08:19:24.585057
1149,1149,84.15,Wallet,2.6,2025-01-19 13:09:24.585057
1150,1150,42.27,Cash,1.88,2024-04-27 10:35:24.585057
1151,1151,79.05,Cash,0.93,2024-11-21 03:06:24.585057
1152,1152,95.1,Cash,0.67,2024-04-23 23:34:24.585057
1153,1153,37.7,Wallet,4.49,2025-03-07 11:57:24.585057
1154,1154,49.36,Cash,4.94,2024-05-05 03:55:24.585057
1155,1155,95.29,Card,2.25,2024-06-29 10:30:24.585057
1156,1156,40.94,Wallet,3.73,2025-03-10 03:09:24.585057
1157,1157,70.55,Card,1.33,2025-01-01 07:11:24.585057
1158,1158,69.96,Cash,4.75,2024-05-15 16:34:24.585057
1159,1159,37.54,Wallet,1.52,2025-03-20 02:49:24.585057
1160,1160,10.88,Cash,3.19,2024-12-14 15:45:24.585057
1161,1161,26.84,Wallet,2.22,2025-01-09 02:02:24.585057
1162,1162,31.76,Card,0.18,2024-08-24 01:34:24.585057
1163,1163,14.4,Wallet,2.83,2024-07-17 09:07:24.585057
1164,1164,97.75,Cash,4.65,2025-03-17 18:31:24.585057
1165,1165,49.89,Card,0.27,2024-12-19 02:56:24.585057
1166,1166,87.56,Wallet,1.15,2024-11-13 00:23:24.585057
1167,1167,46.43,Cash,3.02,2025-01-08 09:30:24.585057
1168,1168,48.21,Wallet,2.43,2025-01-13 14:21:24.585057
1169,1169,81.32,Wallet,0.88,2024-08-04 02:01:24.585057
1170,1170,35.36,Wallet,1.4,2024-11-27 16:51:24.585057
1171,1171,62.77,Card,3.03,2024-07-15 16:13:24.585057
1172,1172,6.6,Cash,4.82,2025-02-24 07:10:24.585057
1173,1173,89.48,Card,0.95,2025-04-07 17:23:24.585057
1174,1174,86.48,Card,4.68,2024-12-11 17:05:24.585057
1175,1175,6.3,Cash,0.65,2024-06-30 22:36:24.585057
1176,1176,76.76,Card,1.82,2024-12-16 01:43:24.585057
1177,1177,44.0,Cash,1.23,2024-12-29 02:13:24.585057
1178,1178,28.55,Cash,3.01,2024-08-09 01:47:24.585057
1179,1179,59.42,Card,0.67,2024-06-23 21:36:24.585057
1180,1180,92.12,Card,0.53,2024-04-21 21:37:24.585057
1181,1181,32.9,Card,3.22,2025-02-13 19:54:24.585057
1182,1182,18.16,Wallet,3.15,2024-06-19 23:00:24.585057
1183,1183,63.18,Card,1.05,2025-03-24 05:09:24.585057
1184,1184,40.54,Wallet,2.06,2024-11-07 01:25:24.585057
1185,1185,80.61,Cash,1.75,2024-10-02 19:05:24.585057
1186,1186,71.71,Cash,1.95,2024-12-25 09:54:24.585057
1187,1187,78.08,Cash,0.37,2025-04-02 04:27:24.585057
1188,1188,89.57,Cash,0.79,2024-08-11 12:29:24.585057
1189,1189,65.94,Card,1.63,2025-03-19 10:00:24.585057
1190,1190,84.4,Cash,1.85,2024-11-03 21:02:24.585057
1191,1191,83.51,Cash,4.02,2025-03-18 23:55:24.585057
1192,1192,15.11,Wallet,1.87,2024-08-24 14:03:24.585057
1193,1193,10.5,Cash,1.89,2025-04-05 16:49:24.585057
1194,1194,57.85,Cash,3.95,2025-03-06 11:47:24.585057
1195,1195,5.72,Wallet,1.08,2024-05-28 15:24:24.585057
1196,1196,90.49,Card,2.85,2025-02-09 04:06:24.585057
1197,1197,28.59,Wallet,1.42,2024-08-30 13:15:24.585057
1198,1198,14.24,Wallet,2.78,2024-10-15 02:01:24.585057
1199,1199,49.0,Cash,0.08,2024-11-21 05:23:24.585057
1200,1200,10.7,Cash,0.06,2024-10-21 21:56:24.585057
1201,1201,56.82,Card,4.55,2024-12-18 07:20:24.585057
1202,1202,58.3,Wallet,4.23,2024-06-21 03:39:24.585057
1203,1203,86.67,Cash,0.29,2024-04-21 18:49:24.585057
1204,1204,93.67,Wallet,3.07,2024-06-23 08:01:24.585057
1205,1205,97.9,Card,1.05,2025-01-10 11:23:24.585057
1206,1206,64.56,Cash,4.75,2024-09-04 13:33:24.585057
1207,1207,47.33,Wallet,1.8,2024-10-09 23:16:24.585057
1208,1208,58.5,Cash,4.59,2024-05-31 19:25:24.585057
1209,1209,40.06,Cash,0.85,2024-09-18 05:57:24.585057
1210,1210,45.26,Wallet,0.49,2024-05-26 09:13:24.585057
1211,1211,89.4,Wallet,4.27,2024-10-03 03:55:24.585057
1212,1212,37.91,Card,4.08,2024-08-06 14:10:24.585057
1213,1213,54.9,Wallet,4.3,2024-11-28 13:50:24.585057
1214,1214,54.95,Card,2.92,2024-06-25 21:09:24.585057
1215,1215,51.6,Card,3.92,2024-05-23 05:26:24.585057
1216,1216,5.92,Cash,3.58,2025-02-23 14:34:24.585057
1217,1217,51.74,Cash,0.74,2024-10-31 08:03:24.585057
1218,1218,32.92,Wallet,4.78,2025-01-24 07:54:24.585057
1219,1219,37.08,Wallet,3.29,2024-06-08 09:29:24.585057
1220,1220,91.47,Cash,2.14,2024-09-16 09:18:24.585057
1221,1221,71.58,Cash,1.59,2025-02-25 21:13:24.585057
1222,1222,80.54,Cash,3.7,2024-10-16 05:39:24.585057
1223,1223,47.97,Wallet,4.18,2025-02-26 17:32:24.585057
1224,1224,63.5,Card,1.31,2025-04-04 08:52:24.585057
1225,1225,94.79,Card,4.97,2025-04-01 01:29:24.585057
1226,1226,69.04,Wallet,2.04,2024-10-15 16:23:24.585057
1227,1227,72.54,Card,2.5,2024-05-03 21:11:24.585057
1228,1228,19.67,Cash,0.23,2024-12-16 19:16:24.585057
1229,1229,61.96,Card,3.3,2025-02-26 06:59:24.585057
1230,1230,27.16,Cash,0.01,2024-07-26 10:09:24.585057
1231,1231,30.45,Cash,3.07,2024-12-27 21:40:24.585057
1232,1232,50.44,Wallet,4.3,2024-06-09 04:24:24.585057
1233,1233,28.0,Cash,0.25,2024-11-26 04:51:24.585057
1234,1234,41.57,Cash,4.41,2024-11-30 04:46:24.585057
1235,1235,64.77,Cash,3.3,2024-05-07 05:54:24.585057
1236,1236,98.75,Card,0.45,2025-01-31 14:06:24.585057
1237,1237,70.44,Cash,3.21,2024-07-22 04:15:24.585057
1238,1238,70.29,Card,2.3,2024-07-31 03:10:24.585057
1239,1239,70.93,Cash,2.77,2025-01-16 16:04:24.585057
1240,1240,74.19,Card,2.03,2024-10-29 11:38:24.585057
1241,1241,40.46,Wallet,2.26,2024-08-04 15:19:24.585057
1242,1242,32.07,Wallet,1.92,2025-03-26 15:35:24.585057
1243,1243,98.07,Wallet,1.49,2024-09-17 06:07:24.585057
1244,1244,15.44,Wallet,2.56,2024-11-24 09:29:24.585057
1245,1245,55.94,Card,0.96,2024-08-10 22:14:24.585057
1246,1246,33.58,Wallet,3.8,2024-07-26 17:13:24.585057
1247,1247,37.21,Wallet,4.43,2024-08-09 23:58:24.585057
1248,1248,6.27,Card,0.41,2025-01-05 05:59:24.585057
1249,1249,75.44,Cash,2.04,2024-11-16 19:41:24.585057
1250,1250,66.18,Wallet,4.17,2024-09-26 13:37:24.585057
1251,1251,23.18,Cash,2.64,2024-05-17 06:01:24.585057
1252,1252,9.11,Cash,2.49,2024-09-30 09:10:24.585057
1253,1253,71.78,Wallet,1.43,2024-10-11 13:37:24.585057
1254,1254,24.42,Cash,0.59,2025-04-05 21:15:24.585057
1255,1255,47.97,Card,1.67,2024-05-31 04:20:24.585057
1256,1256,8.43,Wallet,4.38,2024-04-19 13:15:24.585057
1257,1257,85.82,Cash,2.04,2024-10-23 11:17:24.585057
1258,1258,15.21,Cash,3.9,2024-09-09 03:24:24.585057
1259,1259,53.48,Wallet,3.11,2025-03-01 02:50:24.585057
1260,1260,70.53,Card,0.9,2024-11-08 23:33:24.585057
1261,1261,58.48,Card,2.97,2024-08-11 01:20:24.585057
1262,1262,77.45,Card,4.7,2024-11-27 01:16:24.585057
1263,1263,51.79,Card,4.34,2025-04-08 05:01:24.585057
1264,1264,30.83,Wallet,0.13,2024-08-29 06:21:24.585057
1265,1265,46.46,Card,2.38,2024-09-01 09:44:24.585057
1266,1266,49.82,Cash,3.35,2024-11-01 01:44:24.585057
1267,1267,75.78,Card,2.3,2024-07-01 14:10:24.585057
1268,1268,90.12,Wallet,2.86,2025-03-14 15:06:24.585057
1269,1269,49.47,Cash,3.71,2024-06-23 23:38:24.585057
1270,1270,60.97,Card,4.28,2024-08-03 15:44:24.585057
1271,1271,16.59,Card,2.02,2025-01-23 18:26:24.585057
1272,1272,96.71,Wallet,1.31,2024-05-02 18:38:24.585057
1273,1273,28.44,Cash,1.28,2024-05-22 23:24:24.585057
1274,1274,42.55,Cash,3.78,2024-11-07 21:48:24.585057
1275,1275,43.74,Cash,4.69,2024-10-28 11:13:24.585057
1276,1276,14.23,Wallet,2.89,2024-04-18 08:30:24.585057
1277,1277,69.52,Cash,4.2,2024-08-24 00:46:24.585057
1278,1278,49.87,Card,1.75,2024-05-05 11:47:24.585057
1279,1279,35.25,Wallet,3.57,2024-04-23 21:10:24.585057
1280,1280,60.06,Cash,4.94,2024-08-16 00:40:24.585057
1281,1281,8.25,Cash,0.85,2024-10-17 23:11:24.585057
1282,1282,39.09,Card,0.21,2024-10-27 07:56:24.585057
1283,1283,81.27,Wallet,1.24,2024-08-07 15:19:24.585057
1284,1284,9.89,Wallet,2.45,2024-10-22 13:42:24.585057
1285,1285,67.61,Cash,0.94,2024-05-07 01:36:24.585057
1286,1286,44.15,Wallet,2.64,2024-07-26 23:47:24.585057
1287,1287,27.01,Card,3.91,2024-10-13 01:08:24.585057
1288,1288,46.22,Cash,2.51,2025-04-14 23:49:24.585057
1289,1289,34.5,Card,4.81,2024-10-13 07:52:24.585057
1290,1290,74.24,Wallet,3.54,2025-01-26 21:29:24.585057
1291,1291,19.95,Cash,4.38,2024-12-08 07:34:24.585057
